Column,id,year,text,company,ciarfn
1159,276416,1908,"ASSOC : IIATED QU EE NSIA N D M I NES, MITED Direotors. C. T. Elmalie, J.P. | A. G. Elmslie. I C. P. 8. Hunee. | T. Hale Waldie. Secretary and Offices A. M. Taylor, North Queensland Chambers, Queen St., Brisbane, and Samwell Street, Croydon, Queensland. London Agents Elmslie, Limited. London Secretary and Offices J. E. Blake, 2,Broad Street Place, Blomfleld Street, B.C. This company was registered in Queensland in December, 1903, and carries on an investment business. Interests have been acquired in various companies including Brilliant and St. Qeorge, Brilliant Central, Queen Cross Beef, No. 2 South Great Eastern, Kelly s Queen Block, Carrington s United, Mills Day Dawn, Mt. Elliott, and other companies operating on the Charters Towers, Gympie and Crovdon Goldfields, Queensland. The authorised capital is £25,000, in 100,000 shares of 5s. each ; 60,252 shares £15,063 are issued and fully paid. Dividends paid : 5 per oent. March 26th, 1904 ; 5 per cent. July 18th, 1904 ; 5 per cent. November 19th, 1904 ; 5 per cent. April 15th, 1905 ; 5 per cent. October 14th, 1905. The accounts to December 31st, 1906, submitted in Brisbane April 4th, 1907, showed £285 credit balance carried forward after transferring £197 to reserve making that account £259. A share register is kept in London. Transfer form, common ; fee, 2s. 6d. The 1st February. 1905, was appointed settling day in shares Nos. 1 to 55,252. ASSOCIATED fATvlWORTlTlv lNES. LIMITED. Directors Qualification, £200 . Baron W. E. von Beiffenstein, Chairman. | J. de Horne. I K. Blade. Solicitor S. F. Ryan. | Bankers London City & Midland Bank, Ltd. Auditors Chalmers, Wade 4. Co. Secretary and Offices David B. Cotton, 3, Bush Lane House, E.C. Telegrams: Barter, London. N.T., 9129 Wall. This company was registered February 10th, 1899, and is a second reconstruction of the Tamworth Gold Mining Co., Ltd., registered February 15th, 1895 see vol. for 1899 . The company took over the Hanging Bock Gold Mine, three miles from Nundle and 40 miles from Tamworth, New South Wales, held direct from Government. A 10-stamp mill is erected, and the mine is let on tribute, but part has been abandoned. An option has been acquired over the Killham Central Tin Mine, at St. Neot, Cornwall. The authorised capital is £100,000, in 400,000 shares of 5s. each ; 281,067 shares are issued and fully paid. There are £2,200 six per ceat. debentures. Tho shares were issued credited as 4s. paid in exohange for fully-paid 5s. shares of the former company, share for share. The accounts for year ended October 31st, 1905, submitted December 14th, 1905, showed expenditure account increased from £3,412 to £3,759. The accounts to October 31st, 1907, submitted December 4th, 1907, showed expenditure account increased to £4,742, cash £103, uncalled capital 6d. per share j creditors £144. Transfer form, common ; fee, 2s. 6d. The 15th May, 1900, was appointed settling day in shares Nos. 1 to 340,000. 6 . ATLAS GOLD MINES, LIMITE D . Direotors Qualification, £100 . Richard Tilden. Smith, Chairman. | J. Astley Cooper. Secretary and Offices Ernest C. C. Smith, F.8.A. A., 137-9, Finsbury Pavement Bouse, E.O N.T.. 1381 Wall. This company was registered in Western Australia April 26th, 1904, being a reconstruction of a London company of same name registered December 21st, 1900 see vol. for 1904 . The company owns the Camelia Gold Mine, comprising 56 acres, and the Brilliant and Brilliant North, 24 acres, total 80 acres, situate 25 miles from Kanowna, Western Australia ; also two-thirds of the Anagie Lease, and the Kutey Lease, both situate in the Gold Coast Colony, West Africa, formerly the property of the Premier Gold Mines, Ltd. A 10-stamp mill and cyanide plant are erected on the Australian property. Tho authorised capital is £300,000, in 300,000 shares of £1 each ; 129,682 shares are issued and fully paid. One share credited as 17s. paid was offered for each old fully-paid £1 share. No accounts reoeived. A share register is kept in London. Transfer form, oommon ; fee, 2s. 6d. Prices, 1906 : highest Is. 6d. ; lowest, 6d ; 1907 : highest, Is. 6d ; lowest, 6d. AUSTRAL TIN SYNDICATE, LIMITED. Managers Anglo-Continental Gold Syndicate, Limited, 12, Austin Friars, E.C. This company was registered August 15th, 1906, to carry on business as tin miners. The authorised capital is £10,500, in 10,000 ordinary shares of £1 each and 10,000 deferred shares of Is. each ; 6,857 ordinary and all the deferred shares are issued and fully paid. AUSTRALASIAN GOLD MINING COMPANY, LIMITE D . Direotors Qualification, 100 shares . Edward Pope, Chairman. | Alfred Romilly. | Robert Taylor. | Edgar Taylor. Hon. Francis I. Power, M.L.C., Local Direetor at Oympie. Consulting Engineers John Taylor & Sons. Solicitors Markby, Stewart Co. | Bankers Lloyds Bank, Ltd. Auditor Frank navies. Secretary and Offices G. H. Wells, 6 4 0, Queen Street Place, E.C. Telegrams : Rolyot, London. This company was registered August 3rd, 1897, and is a reconstruction of the Australasian Mining Co., Ltd., registered on June 23rd, 1887, as the Gympie Great Eastern Gold Mining Co., Ltd., the name being afterwards changed see vol. for 1900 . The company owns a property of 25 acres, known as the No. 2 North Smithfield, on the Gold Field of Gympie, Queensland. The mine is let on tribute for three years from June, 1907. The authorised capital is £52,500, in 210,000 shares of 5s. each ; 202,287 shares have been issued credited as 3s. paid in exchange for fully-paid £1 shares of the old company, share for share, and 2s. has been called up, making them fully paid. The accounts for year ended June 30th, 1907, submitted October 29th, 1907, showed £510 balance of expenditure over receipts, increasing debit balance from £19,379 to £19,889; cash £144, New Options Exploration shares £1,410 j creditors £4. Transfer form, common ; fee, 2s. 6d. The 29th March, 1898, was appointed settling day in shares Nos. 1 to 208,365. Prices, 1904: highest, 9d. ; lowest, 3d. ; 1905 : highest, 9d. ; lowest, 1 Ad. Latest price, 3d. AUSTRALASIAN ORE CONCENT R TlbTTSYND., LTD.",ASSOC IIATED NSIA NES MITED,Assoc Iiated Nsia Nes Mited
1160,1118939,1923,ASSOCIAI DHON MINIERE. 1rectors.,ASSOCIAI DHON MINIERE,Associai Dhon Miniere
1161,835326,1917,"ASSOCIATED AUSTRALASIAN MINERS, LIMITED.",ASSOCIATED AUSTRALASIAN MINERS LIMITED,Associated Australasian Miners Limited
1162,366488,1909,"ASSOCIATED QUARRIES, LIMITED.",ASSOCIATED COLLIERJPS LIMITED,Associated Gold Mines Australia Limited
1163,190977,1895,ASSOCIATED GOLD MINES OF WESTERN,ASSOCIATED GOLD MINES WESTERN AUSTRALIA,Associated Guarantors Limited
1164,910176,1918,ASSOCIATED SM E LTERS Proprietary. Ltd.,ASSOCIATED LTERS OWNED AND CONTROLLED,Associated Mines Limited
1165,607538,1913,ASSOCIATED QUEENSLAND MINES,ASSOCIATED MINES LIMITED,Associated Northern Blocks Limited
1166,1118920,1923,ASSOCIATED NORTHERN BLOCKS,ASSOCIATED NORTHERN BLOCKS LIMITED,Associated Northern Blocks Limited
1167,676891,1914,ASSOCIATED GOLD MINES OI W.A. coutinued.,ASSOCIATED NORTHERN BLOQKS LIMITED,Associated Northern Blocks Limited
1168,676967,1914,ASSOCIATED NORTHERN BLOCKS,ASSOCIATED NORTHERN BLOQKS LIMITED,Associated Oueensland Mines Limited
1169,835554,1917,"ASSOCIATED OUEENSLAND MINES, LIMITED.",ASSOCIATED OUEENSLAND MINES LIMITED,Associated Queens And Mines Limited
1170,1035242,1921,"ASSOCIATED NIGERIAN TIN MINEASV. Lro. Directors. 0. Wethered. Chairman. J. Fairhairn. | G. I . Broadbridge. J. M. Iles. | H. G. Watkins, 3.5.111. General Manager A. A. Davidson. Secretary and Oflices G. E. Bance, Capel House, New Broad Street, 87.0. 2.",ASSOCIATED QUEENSLAND NES LIMITED,Associated Queens And Mines Limited
1171,510834,1912,"ASSOCIATED IlNSLAiiP MINES, LJMITED. ir ctors",ASSOCIATED RNES RPPSLAND LIMITED,Associated Rnes Rppsland Limited
1172,510851,1912,ASSOCIATED M rNES T jPPSLAND. LIMITED.,ASSOCIATED RNES RPPSLAND LIMITED,Associated Northern Blocks Limited
1173,449664,1911,"ASSOCIATEpnaUEENSLAND MINES, LIMIT iX",ASSOCIATEPNAUEENSLAND MINES LIMIT,Associatepnaueensland Mines Limit
1174,677057,1914,"ASSTecLrEetYaryAaNnDd TYLDEBLEY COLLIERIES Ofices r . K. Peace, The Collieries, Tyldesley, near Manchester.",ASSTECL TYLDEBLEY COLLIERIES,Asstecl Tyldebley Collieries
1175,1002361,1920,D NC ASTER COLLIERIES ASSOCIATION. LTD.,ASTER COLLIERIES ASSOCIATION LIMITED,Aster Collieries Association Limited
1176,993985,1920,"ASTLEY AND TY LDDESIYEY COLLIERIES, LTD. u ec ors",ASTLEY AND LDDESIYEY COLLIERIES LIMITED,Astley And Tylddesizeny Collieries Limited
1177,1035351,1921,"ASTLEY AND TYLDESLEY COLLIERIES, 55f Directors",ASTLEY AND TYLDESLEY COLLIERIES,Astley And Tyldesley Collieries Limited
1178,716225,1915,ASTLEY AND TYLDEBLEY COLLIEBIEB eontlnued.,ASTLEY AND TYLDESLEY COLLIERIES LIMITED,Astley And Tyldeslrzy Collierres Limited
1179,252260,1903,"ASTON COAL COMPANY, LIMITED.",ASTON COAL COMPANY LIMITED,Aston Coal Company Limited
1180,1499,1887,"ASTOR ALLIANCE MINES, LIMITED.",ASTOR ALLIANCE MINES LIMITED,Astor Alliance Mines Limited
1181,575574,1913,"ASTROIDE SINJDIC,ATVE, LIMITED. Tirectors Qualification, mom-w. F. Corn-ell: H. R. Everitt; H. F. Wi son.",ASTROIDE SINJDIC ATVE LIMITED,Astroide Sinjdic Atve Limited
1182,252275,1903,ASTURIANA MINES. LIMITED.,ASTURIANA MINES LIMITED,Asturiana Mines Limited
1183,252288,1903,ASTURIAS MINING SYNDICATEI LIMITED.,ASTURIAS MINING SYNDICATEI LIMITED,Asturias Mining Syndicatei Limited
1184,677085,1914,"ASTURICA ALLUVIAL GOLDFIELD, LIMITED.",ASTURICA ALLUVIAL GOLDFIELD LIMITED,Asturica Alluvial Goldfield Limited
1185,59627,1889,"ASTYRA MINING COMPANY, LIMITED.",ASTYRA MINING COMPANY LIMITED,Astyra Mining Company Limited
1186,252301,1903,ATA EXPLORATIONW YNDICATE. LIMITED.,ATA EXPLORATIONW YNDICATE LIMITED,Ata Explorationw Yndicate Limited
1187,94678,1891,"ATACAMA MINERAL COMPANY, LIMITED.",ATACAMA MINERAL COMPANY LIMITED,Atacama Mineral Company Limited
1188,546584,1912,ATB ASA R CO PPE R F I ELDS LTM I TED.,ATB ASA PPE ELDS LTM,Atb Asa Ppe Elds Ltm
1189,607618,1913,ATBASAB. COPPER FIELDS,ATBASAB COPPER FIELDS,Atbasab Copper Fields
1190,677107,1914,"ATBASAR COBPER AVFIELDS, LIMITED.",ATBASAR COBPER AVFIELDS LIMITED,Atbasar Copper Fields Limited
1191,366526,1909,"ATBASAR COPPER FIELDS, LIMITED",ATBASAR COPPER FIELDS LIMITED,Atbasar Copper Fields Limited
1192,649392,1914,ATEWA COMPANY. LIMITED.,ATEWA COMPANY LIMITED,Atewa Company Limited
1193,285786,1908,"per transfer of 100 or part of 100 shares. Latest price, 2 , 2 . ATf ANGLICAN SYNDICATE. LIMITED. Directors Qualification, £100 . Thomas Mercer. Henry C. Howard. I Lewis F. Jones. Seoretary and Offices w. H. Ockenden, Baasishaw House, Basingball Street, E.0.",ATF ANGLICAN SYNDICATE LIMITED,Atf Anglican Syndicate Limited
1194,246341,1903,"ATHANASU CONCESSIONS, LIMITED.",ATHANASU CONCESSIONS LIMITED,Athanasu Concessions Limited
1195,459485,1911,"ATHENS RHODESIA DEVELOPMENT CO. , LTD7",ATHENS RHODESIA DEVELOPMENT LIMITED,Athens Rhodesia Development Limited
1196,607628,1913,ATHERTON AND CO-. LIMITED.,ATHERTON AND LIMITED,Atherton And Limited
1197,246404,1903,"ATI A KRUKRU W fiSAU GQLD MINES, LIMITED.",ATI KRUKRU FISAU GQLD MINES,Ati Krukru Fisau Gqld Mines
1198,561633,1912,N ATI ONAL MINERALS CORPORATION. LIMITED.,ATI ONAL MINERALS CORPORATION LIMITED,Ati Onal Minerals Corporation Limited
1199,561623,1912,"N ATIO NAL COLLIERIES DEVELOPMENT CO., LtpT",ATIO NAL COLLIERIES DEVELOPMENT,Atio Nal Collieries Development
1200,286971,1908,ATJBOBA WEST UNITED.,ATJBOBA WEST UNITED,Atjboba West United
1201,398340,1910,ATJBOHA WEST UNITED,ATJBOHA WEST UNITED,Atjboha West United
1202,451614,1911,"ATJ8T a A-LIA:- Melbourne 03, Queen Stree i Sydney , Hunter Street.",ATJBT LIA LONDON REPRESENTATIVE,Atjbt Lia London Representative
1203,520348,1912,ATJSTHO-AFRICAN ESTATES.,ATJSTHO AFRICAN ESTATES,Atjstho African Estates
1204,459580,1911,ATJSTRO-AFRICAN ESTATES,ATJSTRO AFRICAN ESTATES,Atjstro African Estates
1205,510905,1912,"ATJSTrXlTaT MWNG AN D GOLD RECOVERY COMPANY, LIMITED.",ATJSTRXLT MWNG GOLD RECOVERY COMPANY,Atjstrxlt Mwng Gold Recovery Company
1206,59677,1889,"ATLAN MEXICAN SYNDICATE, LIMITED.",ATLAN MEXICAN SYNDICATE LIMITED,Atlan Mexican Syndicate Limited
1207,27360,1888,ATLANTA GOLD AND SILVER CONSOLIDATED,ATLANTA GOLD AND SILVER CONSOLIDATED,Atlanta Gold And Silver Consolidated
1208,310128,1908,ATLANTIC FINANCE CORPORATION,ATLANTIC FINANCE CORPORATION,Atlantic Finance Corporation Limited
1209,310134,1908,"ATLANTIC MERTHYR COLLIERIES, LIMITED.",ATLANTIC MERTHYR COLLIERIES LIMITED,Atlantic Merthyw Collieries Limited
1210,423135,1910,ATLANTIC MEBTHYK COLLIEBIES,ATLANTIC MERTHYW COLLIERIES LIMITED,Atlantic Merthyw Collieries Limited
1211,310121,1908,"O n November 25th. 1907. it wa resolved to wind n voluntarily. ATLANTTC FI NANCE CORPORATION, LIMITED.",ATLANTTC NANCE CORPORATION LIMITED,Atlanttc Nance Corporation Limited
1212,59691,1889,ATLAS BROKEN HILL SILVER-LEAD MINING,ATLAS BROKEN HILL SILVER LEAD,Atlas Broken Hill Silver Lead
1213,1035385,1921,ATLAS CORPN.. LTD.,ATLAS CORPN LIMITED,Atlas Corporation Limited
1214,332403,1909,ATLAS GOLD MINES. LIMITED.,ATLAS GOLD MINES LIMITED,Atlas Gold Mines Limited
1215,246355,1903,ATLAS GQED MINES. LIMITED.,ATLAS GQED MINES LIMITED,Atlas Gqed Mines Limited
1216,94711,1891,"ATLAS MINING, EXPLORATION AND INVESTMENT",ATLAS MINING EXPLORATION AND INVESTMENT,Atlas Mining Exploration And Investment
1217,310156,1908,ATLAS TIN mTnTngT COMPANY. TjM ITED.,ATLAS TIN COMPANY ITED,Atlas Tin Miningtcompany Limited
1218,252345,1903,ATLIN LAKE AND OMlNEiCA SYNDICATE. LIMITED.,ATLIN LAKE AND OMLNELCA SYNDICATE,Atlin Lake And Omlnelca Syndicate
1219,423149,1910,"ATLIN MINING COMPANY. LIMITED. Liquidator S. G. BrufI, 166, Salisbury House, B.C. .",ATLIN MINING COMPANY LIMITED,Atlin Mining Companyi Limited
1220,422614,1910,ATlNESL Y C LTERYnco pXN Y. LIMTfEDT,ATLNESL LTERYLC PXN LIMTLEDT,Atlnesl Lterylc Pxn Limtledt
1221,246380,1903,"ATOME EXTENDED MINES, LIMITED.",ATOME EXTENDED MINES LIMITED,Atome Extended Mines Limited
1222,423102,1910,"shares are issued and fnlly paid. Transfer form, common ; fee, 2s. 6d. ATr COr JK IELDS, LIMITED. -",ATR COR IELDS LIMITED,Atr Cor Ields Limited
1223,342101,1909,"per transfer of 100 or part of 100 shares. Latest prioe, 2 , 2 r. ATRC AT LI C SYN D I C ATE , LI M I TSD.",ATRC SYN ATE TSD,Atrc Syn Ate Tsd
1224,1074470,1922,ATRICAN AND EUROPEAN IN VES I MENT,ATRICAN AND EUROPEAN VES MENT,Atrican And European Ves Ment
1225,397529,1910,A7T L i l TAN CO M PAN Y nEGTYPT. LI M ITED,ATT TAN PAN NEGTYPT ITED,Att Tan Pan Negtypt Ited
1226,246424,1903,"ATTASI AND BOKITSI DEVELOPMENT COMPANY,",ATTASI AND BOKITSI DEVELOPMENT COMPANY,Attasi And Bokitsi Development Company
1227,246451,1903,"ATTASI CONCESSIONS, LIMITED.",ATTASI CONCESSIONS LIMITED,Attasi Concessions Limited
1228,246455,1903,"ATTASI GOLDFIELDS, LIMITED.",ATTASI GOLDFIELDS LIMITED,Attasi Goldfields Limited
1229,246480,1903,"ATTASI MINES, LIMITED.",ATTASI MINES LIMITED,Attasi Mines Limited
1230,308976,1908,"aTTcE RO GHTON mWnG COMPANY. LIMITED. Direotors Qualification, except first directors, £500 .",ATTCE GHTON COMPANY LIMITED,Attce Ghton Company Limited
1231,643323,1913,ATTENTION OF EXPERTS IN THE DIFFERENT DEPARTMENTS,ATTENTION EXPERTS THE DIFFERENT DEPARTMENTS,Attention Experts The Different Departments
1232,252401,1903,"ATTIKUPPA MYSORE GOLD MINING SYNDICATE,",ATTIKUPPA MYSORE GOLD MINING SYNDICATE,Attikuppa Mysore Gold Mining Syndicate
1233,117021,1891,ATTKOBA WEST GOLD oontinued.,ATTKOBA WEST GOLD,Attkoba West Gold
1234,458450,1911,ATTTBTtTtT NIGERIA TIN,ATTTBTTTTT NIGERIA TIN,Atttbttttt Nigeria Tin
1235,546657,1912,"organised, cerUinly be able 1 1achieve as ffoo j results. ATWATER DPEDGING COMPANY, LIMITED.",ATWATER DPEDGING COMPANY LIMITED,Atwater Dpedging Company Limited
1236,607634,1913,"ATWATER DREDGING COMPANY, LIMITED.",ATWATER DREDGING COMPANY LIMITED,Atwater Dredging Company Limited
1237,716288,1915,ATWATU TRADING,ATWATU TRADING DEVELOPMENT LIMITED,Atwatu Trading Development Limited
1238,343133,1909,AUBOBA WEST UNITED,AUBOBA WEST UNITED,Auboba West United
1239,389107,1910,AU8TRALA8IAN COMPANISB. i,AUBTRALABIAN COMPANISB AUSTRALIAN COMMONWEALTH FUELS,Aubtralabian Companisb Australian Commonwealth Fuels
1240,276583,1908,AUBTRALASIAN COMPANIES. 11,AUBTRALASIAN COMPANIES AUSTBALIAN SHALE SYNDICATB,Aubtralasian Companies Austbalian Shale Syndicatb
1241,252411,1903,AUCHINCARROCH QUARRIES. LIMITED.,AUCHINCARROCH QUARRIES LIMITED,Auchincarroch Quarries Limited
1242,252428,1903,"AUCHINLEA COAL COMPANY, LIMITED.",AUCHINLEA COAL COMPANY LIMITED,Auchinlea Coal Company Limited
1243,649401,1914,AUCK EANDD PARK REAL ESTATE LIMITED.,AUCK EANDD PARK REAL ESTATE,Auck Eandd Park Real Estate
1244,835726,1917,"AUCKLAND FARK : ESTATE, LIMITED. Directors.",AUCKLAND FARK ESTATE LIMITED,Auckland Fark Estate Limited
1245,398297,1910,"AUCKLAND PARK REA L ESTATE, LIMITED.",AUCKLAND PARK REA ESTATE LIMITED,Auckland Park Real Estate Limited
1246,835741,1917,AUCKLAND PARK REAL ESTATE,AUCKLAND PARK REAL ESTATE,Auckland Parke Rgal Estate Limited
1247,906477,1918,AUCKLAND PARK REAL ESTATE,AUCKLAND PARKE RGAL ESTATE LIMITED,Auckland Parkmrrgal Estate Limited
1248,310179,1908,AUCrWCAlRr CJHl3UMRI LIMITED.,AUCRWCARRR CJHR UMRI LIMITED,Aucrwcarrr Cjhr Umri Limited
1249,766411,1916,"AUCUSTAN MINING SYNDICATE, LIMITED.",AUCUSTAN MINING SYNDICATE LIMITED,Aucustan Mining Syndicate Limited
1250,332420,1909,"AUGUSTA SYNDICATE. LIMITED. This company was registered December 2nd, 1898 see vol. for 1906 . On",AUGUSTA SYNDICATE LIMITED,Augusta Syndicate Limited
1251,89886,1889,"ST. AUGUSTINE DIAMOND MINE, LIMITED.",AUGUSTINE DIAMOND MINE LIMITED,Augustine Diamond Mine Limited
1252,80949,1889,"AUREOLE BLOCK GOLD MINES, LIMITED.",AUREOLE BLOCK GOLD MINES LIMITED,Aureole Block Gold Mines Limited
1253,191087,1895,AURIFEROUS IRONSANDS GOLD EXTRACTION,AURIFEROUS IRONSANDS GOLD EXTRACTION COMPANY,Auriferous Ironsands Gold Extraction Company
1254,52353,1888,"AURORA GOLD MINING COMPANY, LIMITED.",AURORA GOLD MINING COMPANY LIMITED,Aurora Gold Mining Company Limited
1255,231790,1895,"AURORA GOLD MINING COMPANY, LIMITED.",AURORA GOLD MINING COMPANY LIMITED,Aurora Gold Mining Company Limited
1256,366601,1909,"AURORA SYNDICATE, LIMITED",AURORA SYNDICATE LIMITED,Aurora Syndicate Limited
1257,766423,1916,"AURORA VVEST N ÃƒÆ Ã â Â B GOLD MINING CO., LTD. irectors Qualification, £200 .",AURORA WEST Ã Æ Ã,Aurora West Gold Mining Company
1258,716370,1915,AURORA. WEST UNITED GOLD IINING eontinued.,AURORA WEST UNITED GOLD IINING,Aurora West United Gold Mining
1259,906560,1918,AURORA WEST UNITED GOLD-,AURORA WEST UNITED GOLD MINING,Aurora Westttnited Gold Mining Limited
1260,649445,1914,"AURORA WKinEeSTMaUnaNgITerE-DJ. DigGbOy,LD MINING Box 26. Mamishnm, Transvaal.",AURORA WKINEESTMIUNANEITINE MINING,Aurora Wkineestmiunaneitine Mining
1261,575620,1913,"AuRoRT wE sT UNITED GOLD, MINING 00., LTD.",AURORT UNITED GOLD MINING LIMITED,Aurort United Gold Mining Limited
1262,81000,1889,"AURUM COMPANY, LIMITED.",AURUM COMPANY LIMITED,Aurum Company Limited
1263,451577,1911,AUS fRAL ASIAN COMPANIES. 41,AUS FRAL ASIAN COMPANIES ESPERANZA,Aus Fral Asian Companies Esperanza
1264,510910,1912,AUSTBALIAN MINING AND GOLD BBCOVEBlT-contmued.,AUSTBALIAN MINING AND GOLD BBCOVEBLT,Austbalian Mining And Gold Bbcoveblt
1265,504636,1911,"ST. AUSTELL CHINA-CLAY WORKS, LIMITED.",AUSTELL CHINA CLAY WORKS LIMITED,Austell China Clay Works Limited
1266,815121,1916,ST. AUSTELL CHINA-CLAY,AUSTELL CHINA CLAY WORKS LIMITED,Austell China Clay Works Limited
1267,943102,1918,"AUSTELLD CHINArCLAY VlLORKS. LTD. irectors Qunlificntion, £50 .",AUSTELLD CHINARCLAY VLLORKS LIMITED,Austelld Chinarclay Vllorks Limited
1268,191094,1895,"AUSTIN GOLD MINES, LIMITED.",AUSTIN GOLD MINES LIMITED,Austin Gold Mines Limited
1269,423185,1910,AUSTIN MANH A TTAI C ONSOGDATED M7n7NG CCX,AUSTIN MANH TTAI ONSOGDATED CCX,Austin Manhattan Consolidated Mining
1270,449764,1911,"AUSTR ALI AN SEARCH SYN D IC ATE, LI M ITEuV,",AUSTR ALI SEARCH SYN ATE,Austr Ali Search Syn Ate
1271,81034,1889,"AUSTRAL AFRICA EXPLORATION COMPANY,",AUSTRAL AFRICA EXPLORATION COMPANY,Austral African Corporation Ximitedt
1272,191279,1895,AUSTRAL ASIAN ORE REDUCTION.,AUSTRAL ASIAN ORE REDUCTION,Austral Asian Ore Reduction
1273,1077187,1922,"AUSTRAL DEVELOPMENT SYND., LTD. Directors A. Hughes; 0. J. Cowan; L. G. Robinson; W. 8. Robinson. Secretary and Ofices E. W. Gytcn, 201. Salisbury House. FLO. 2. Phone: 21 Wall.",AUSTRAL DEVELOPMENT SYNDICATE LIMITED FLO,Austral Development Syndicate Limited Flo
1274,1589,1887,"AUSTRAL GOLD DREDGING COMPANY,",AUSTRAL GOLD DREDGING COMPANY,Austral Gold Dredging Company Limited
1275,310192,1908,AUSTRAL LEAD COMPANY. LIMITED.,AUSTRAL LEAD COMPANY LIMITED,Austral Lead Company Limited
1276,1035490,1921,"AUSTRAL MALAY TlN, LTD. Direciors.",AUSTRAL MALAY LIMITED,Austral Malay Tin Limited
1277,332437,1909,"Transfer form, common ; fee, 2s. 6d. AUSTRAL Tl N MINlNG COM PANY. LIMITED.",AUSTRAL MINLNG COM PANY LIMITED,Austral Minlng Com Pany Limited
1278,1035485,1921,"AUSTRAL oEvELoPMEtI SYND., LTD. SecretDariryectors A. Hughes; 0. J. Iowan; L. G. Robinson; W. S. Robinson. and Oflices E. W. Gyton, 201. Salisbury House, EC. 2. Phone; 21 Wall.",AUSTRAL OEVELOPMEOI SYNDICATE LIMITED,Austral Oevelopmeoi Syndicate Limited
1279,94740,1891,AUSTRALASIAN GOLD EXTRACTING COMPANY,AUSTRALASIAN GOLD EXTRACTING COMPANY POLLOK,Australasian Gold Extracting Company Pollok
1280,94774,1891,"AUSTRALASIAN MINES INVESTMENT COMPANY,",AUSTRALASIAN GOLD EXTRACTING COMPANY POLLOK,Australasian Mines Investment Company Limited
1281,161770,1894,"AUSTRALASIAN MINING COMPANY, LIMITED.",AUSTRALASIAN MINING COMPANY LIMITED,Australasian Ore Concentration Syndicate Limited
1282,449685,1911,AUSTRALASIAN GOLD MINING,AUSTRALASIAN ORE CONCENTRATION SYNDICATE LTDDIR,Australasian Ore Concentration Syndicate Ltddir
1283,510857,1912,AUSTRALASIAN ORE CQNCENTR aT|0N SYND.. LTD.,AUSTRALASIAN ORE CQNCENTR SYNDICATE LIMITED,Australasian Ore Cqncentr Syndicate Limited
1284,389090,1910,"AUSTRALASIAN ORE CTONCENTR ATTON SYND., LTD.",AUSTRALASIAN ORE CTONCENTR ATTON SYNDICATE,Australasian Ore Ctoncentr Atton Syndicate
1285,191270,1895,"AUSTRALASIAN ORE REDUCTION SYNDICATE,",AUSTRALASIAN ORE REDUCTION SYNDICATE,Australasian Ore Reduction Syndicate
1286,1119067,1923,"AUSTRALb DEVELOPMENT SYND.I LTD. irectors W. S. Robinson; .1. Bread. Secretary and Ofiices T. J. Glynn, 1, Great Winchester Street, E.C. 2. Phone: Wall 680.",AUSTRALB DEVELOPMENT SYNDICATE LIMITED,Australb Development Syndicate Limited
1287,59720,1889,"AUSTRALIAN BROKEN HILL CONSOLS, LIMITED.",AUSTRALIAN BURRA BURRA COPPER SYNDICATE,Australian Burra Burra Copper Syndicate
1288,389104,1910,"AUSTRALIAN COMMONWEALTH FUELS AND OILS,",AUSTRALIAN COMMONWEALTH FUELS AND OILS,Australian Exploration Company Limited
1289,94844,1891,AUSTRALIAN MINING COMPANY.,AUSTRALIAN EXPLORATION COMPANY LIMITED,Australian Gold Recovery Company Limited
1290,906587,1918,"AUSTRALIAN METAL CO.,I LTD.",AUSTRALIAN METAL LIMITED,Australian Midas Gold Estates Limited
